dataset_label,dataset_display,id,target_a,target_b,strain_a,strain_b,strain_a_display,strain_b_display,strain_pair,label_pkd_a,label_pkd_b,pred_mean_a,pred_mean_b,observed_delta_pkd,predicted_delta_pkd,observed_pair_divergence,predicted_pair_divergence,delta_residual,abs_delta_error,outer_fold_a,outer_fold_b
na,NA,541-22-0,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.012,4.687,4.0367,4.5753,-0.6750000000000007,-0.5386000000000006,0.6750000000000007,0.5386000000000006,-0.13640000000000008,0.13640000000000008,2.0,1.0
na,NA,54527-84-3,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.97,5.333,4.6737,5.0411,-0.36300000000000043,-0.36739999999999995,0.36300000000000043,0.36739999999999995,0.004399999999999515,0.004399999999999515,3.0,4.0
na,NA,55-06-1,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,6.31,6.45,6.4596,6.5,-0.14000000000000057,-0.04039999999999999,0.14000000000000057,0.04039999999999999,-0.09960000000000058,0.09960000000000058,2.0,2.0
na,NA,55-97-0,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.761,3.699,3.6738,4.0698,0.06200000000000028,-0.3959999999999999,0.06200000000000028,0.3959999999999999,0.4580000000000002,0.4580000000000002,1.0,2.0
na,NA,56-85-9,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.893,4.587,4.6822,4.5802,0.30600000000000005,0.10200000000000031,0.30600000000000005,0.10200000000000031,0.20399999999999974,0.20399999999999974,0.0,1.0
na,NA,57-83-0,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.6,3.85,4.6187,4.1359,0.7499999999999996,0.48279999999999923,0.7499999999999996,0.48279999999999923,0.2672000000000003,0.2672000000000003,1.0,0.0
na,NA,57808-65-8,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.863,4.629,5.7613,5.2001,1.2340000000000009,0.5612000000000004,1.2340000000000009,0.5612000000000004,0.6728000000000005,0.6728000000000005,0.0,3.0
na,NA,57852-57-0,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,6.19,5.083,5.7474,5.3809,1.1070000000000002,0.36650000000000027,1.1070000000000002,0.36650000000000027,0.7404999999999999,0.7404999999999999,2.0,0.0
na,NA,58-15-1,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.621,3.31,3.7882,3.213,0.31099999999999994,0.5751999999999997,0.31099999999999994,0.5751999999999997,-0.26419999999999977,0.26419999999999977,3.0,4.0
na,NA,58186-27-9,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.512,3.888,3.9841,3.9813,-0.3759999999999999,0.0028000000000001357,0.3759999999999999,0.0028000000000001357,-0.3788,0.3788,1.0,4.0
na,NA,58579-51-4,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.469,4.186,4.3003,4.2771,0.28300000000000036,0.02320000000000011,0.28300000000000036,0.02320000000000011,0.25980000000000025,0.25980000000000025,3.0,2.0
na,NA,59-33-6,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.579,3.762,3.4656,3.4636,-0.18299999999999983,0.0019999999999997797,0.18299999999999983,0.0019999999999997797,-0.1849999999999996,0.1849999999999996,4.0,1.0
na,NA,5908-99-6,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.276,5.191,4.8468,4.8593,0.08499999999999996,-0.012500000000000178,0.08499999999999996,0.012500000000000178,0.09750000000000014,0.09750000000000014,3.0,0.0
na,NA,5987-82-6,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.077,4.572,4.141,4.1964,-0.4950000000000001,-0.05539999999999967,0.4950000000000001,0.05539999999999967,-0.43960000000000043,0.43960000000000043,0.0,1.0
na,NA,59937-28-9,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.855,3.722,3.7651,3.6079,0.133,0.1572,0.133,0.1572,-0.0242,0.0242,4.0,4.0
na,NA,60-02-6,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.0,3.575,3.3049,3.4291,-0.5750000000000002,-0.12420000000000009,0.5750000000000002,0.12420000000000009,-0.4508000000000001,0.4508000000000001,2.0,1.0
na,NA,60142-95-2,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.918,4.598,4.8867,5.2483,0.3200000000000003,-0.36160000000000014,0.3200000000000003,0.36160000000000014,0.6816000000000004,0.6816000000000004,4.0,3.0
na,NA,6080-58-6,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.426,4.134,4.3837,4.176,0.2919999999999998,0.2077,0.2919999999999998,0.2077,0.08429999999999982,0.08429999999999982,1.0,4.0
na,NA,61-68-7,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.346,4.331,4.5385,4.9825,0.01499999999999968,-0.44399999999999995,0.01499999999999968,0.44399999999999995,0.45899999999999963,0.45899999999999963,1.0,0.0
na,NA,61413-54-5,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.988,4.267,4.6413,3.9763,0.7210000000000001,0.665,0.7210000000000001,0.665,0.05600000000000005,0.05600000000000005,3.0,4.0
na,NA,61422-45-5,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.444,4.283,4.2005,4.1241,0.1609999999999996,0.07639999999999958,0.1609999999999996,0.07639999999999958,0.08460000000000001,0.08460000000000001,4.0,0.0
na,NA,61825-94-3,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.771,4.462,4.8721,5.0323,0.30900000000000016,-0.16020000000000056,0.30900000000000016,0.16020000000000056,0.4692000000000007,0.4692000000000007,1.0,3.0
na,NA,62-13-5,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.618,4.026,4.3361,4.0967,0.5920000000000005,0.23939999999999984,0.5920000000000005,0.23939999999999984,0.3526000000000007,0.3526000000000007,4.0,1.0
na,NA,63-45-6,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.618,5.33,5.0371,4.9114,0.28800000000000026,0.12569999999999926,0.28800000000000026,0.12569999999999926,0.162300000000001,0.162300000000001,2.0,1.0
na,NA,630-93-3,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.475,4.43,3.6672,4.1954,-0.9549999999999996,-0.5282000000000004,0.9549999999999996,0.5282000000000004,-0.4267999999999992,0.4267999999999992,3.0,0.0
na,NA,636-54-4,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.904,4.404,4.0987,4.3609,-0.5,-0.2622,0.5,0.2622,-0.2378,0.2378,2.0,1.0
na,NA,65-28-1,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.284,4.717,4.3267,4.3146,-0.43299999999999983,0.012099999999999334,0.43299999999999983,0.012099999999999334,-0.44509999999999916,0.44509999999999916,2.0,0.0
na,NA,65473-14-5,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.3,4.344,4.5163,4.1083,-0.04400000000000048,0.40800000000000036,0.04400000000000048,0.40800000000000036,-0.45200000000000085,0.45200000000000085,3.0,0.0
na,NA,659-18-7,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.661,3.842,4.4691,4.4201,0.8189999999999995,0.04900000000000038,0.8189999999999995,0.04900000000000038,0.7699999999999991,0.7699999999999991,0.0,0.0
na,NA,661-19-8,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.941,4.094,4.0052,3.8776,-0.15300000000000047,0.12760000000000016,0.15300000000000047,0.12760000000000016,-0.2806000000000006,0.2806000000000006,4.0,4.0
na,NA,673-06-3,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.077,4.382,4.1985,4.4277,-0.3049999999999997,-0.22919999999999963,0.3049999999999997,0.22919999999999963,-0.07580000000000009,0.07580000000000009,3.0,3.0
na,NA,68-41-7,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.195,3.786,3.8711,3.8426,0.40900000000000025,0.028500000000000192,0.40900000000000025,0.028500000000000192,0.38050000000000006,0.38050000000000006,2.0,2.0
na,NA,68291-97-4,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.457,3.815,4.1149,4.0626,0.6419999999999999,0.05229999999999979,0.6419999999999999,0.05229999999999979,0.5897000000000001,0.5897000000000001,4.0,4.0
na,NA,6902-77-8,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.989,4.629,4.6307,4.591,-0.6399999999999997,0.039699999999999847,0.6399999999999997,0.039699999999999847,-0.6796999999999995,0.6796999999999995,2.0,0.0
na,NA,69655-05-6,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.298,4.512,4.4085,4.231,-0.21399999999999952,0.1775000000000002,0.21399999999999952,0.1775000000000002,-0.39149999999999974,0.39149999999999974,4.0,0.0
na,NA,70024-40-7,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.264,3.809,4.3228,3.7546,0.45500000000000007,0.5682,0.45500000000000007,0.5682,-0.11319999999999997,0.11319999999999997,3.0,4.0
na,NA,70458-96-7,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.087,4.903,4.9328,4.9715,0.18400000000000016,-0.03869999999999951,0.18400000000000016,0.03869999999999951,0.22269999999999968,0.22269999999999968,1.0,2.0
na,NA,71720-56-4,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.187,3.887,4.2149,3.8261,0.30000000000000027,0.38880000000000026,0.30000000000000027,0.38880000000000026,-0.08879999999999999,0.08879999999999999,1.0,0.0
na,NA,7177-48-2,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.186,4.616,4.3358,4.8987,-0.4299999999999997,-0.5629,0.4299999999999997,0.5629,0.13290000000000024,0.13290000000000024,4.0,3.0
na,NA,7240-38-2,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.218,4.128,4.2798,3.7864,0.08999999999999986,0.49339999999999984,0.08999999999999986,0.49339999999999984,-0.4034,0.4034,2.0,2.0
na,NA,72432-03-2,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.942,4.452,4.491,4.7186,-0.5099999999999998,-0.2276000000000007,0.5099999999999998,0.2276000000000007,-0.2823999999999991,0.2823999999999991,3.0,2.0
na,NA,72509-76-3,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.58,4.513,4.2302,4.303,0.06700000000000017,-0.07279999999999998,0.06700000000000017,0.07279999999999998,0.13980000000000015,0.13980000000000015,3.0,3.0
na,NA,72559-06-9,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.808,5.096,4.91,5.0222,-0.28800000000000026,-0.11219999999999963,0.28800000000000026,0.11219999999999963,-0.17580000000000062,0.17580000000000062,4.0,1.0
na,NA,73231-34-2,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.616,4.181,4.0933,3.8318,-0.565,0.2615000000000003,0.565,0.2615000000000003,-0.8265000000000002,0.8265000000000002,1.0,1.0
na,NA,74103-07-4,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.88,5.42,4.9693,5.0869,-0.54,-0.11760000000000037,0.54,0.11760000000000037,-0.42239999999999966,0.42239999999999966,0.0,2.0
na,NA,745-65-3,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.431,5.798,5.7297,5.3666,-0.367,0.3631000000000002,0.367,0.3631000000000002,-0.7301000000000002,0.7301000000000002,0.0,2.0
na,NA,75438-57-2,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.601,3.785,3.5254,3.5525,-0.18400000000000016,-0.027100000000000346,0.18400000000000016,0.027100000000000346,-0.15689999999999982,0.15689999999999982,4.0,1.0
na,NA,75695-93-1,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.784,4.329,3.8204,4.2705,-0.5449999999999999,-0.4501000000000004,0.5449999999999999,0.4501000000000004,-0.09489999999999954,0.09489999999999954,0.0,4.0
na,NA,76095-16-4,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.152,4.564,5.0121,4.6288,0.5880000000000001,0.3833000000000002,0.5880000000000001,0.3833000000000002,0.20469999999999988,0.20469999999999988,2.0,1.0
na,NA,7632-00-0,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.495,3.0,3.3388,3.0811,0.4950000000000001,0.2576999999999998,0.4950000000000001,0.2576999999999998,0.2373000000000003,0.2373000000000003,3.0,2.0
na,NA,78110-38-0,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.999,6.261,5.6599,5.7357,-0.26200000000000045,-0.0757999999999992,0.26200000000000045,0.0757999999999992,-0.18620000000000125,0.18620000000000125,4.0,3.0
na,NA,78213-16-8,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.02,4.59,4.0257,4.4289,-0.5700000000000003,-0.4032,0.5700000000000003,0.4032,-0.16680000000000028,0.16680000000000028,3.0,3.0
na,NA,79902-63-9,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.475,4.714,4.5577,4.6274,-0.23900000000000077,-0.0697000000000001,0.23900000000000077,0.0697000000000001,-0.16930000000000067,0.16930000000000067,3.0,0.0
na,NA,80433-71-2,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.104,5.847,6.0498,5.8071,-0.7430000000000003,0.24270000000000014,0.7430000000000003,0.24270000000000014,-0.9857000000000005,0.9857000000000005,0.0,3.0
na,NA,80621-81-4,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.2,5.571,4.9603,5.1443,-0.37099999999999955,-0.18400000000000016,0.37099999999999955,0.18400000000000016,-0.1869999999999994,0.1869999999999994,4.0,4.0
na,NA,8068-28-8,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.088,3.208,3.2059,3.0931,-0.1200000000000001,0.11280000000000001,0.1200000000000001,0.11280000000000001,-0.23280000000000012,0.23280000000000012,3.0,4.0
na,NA,83881-52-1,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.289,3.996,5.0471,3.961,1.2929999999999997,1.0861000000000005,1.2929999999999997,1.0861000000000005,0.2068999999999992,0.2068999999999992,2.0,1.0
na,NA,83905-01-5,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.156,4.632,4.2055,4.2886,-0.476,-0.08309999999999995,0.476,0.08309999999999995,-0.3929,0.3929,0.0,2.0
na,NA,85371-64-8,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.023,4.272,3.8097,4.0925,-0.24900000000000055,-0.2828000000000004,0.24900000000000055,0.2828000000000004,0.03379999999999983,0.03379999999999983,1.0,2.0
na,NA,85721-33-1,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.0,4.413,5.0542,4.7959,0.5869999999999997,0.2583000000000002,0.5869999999999997,0.2583000000000002,0.32869999999999955,0.32869999999999955,2.0,0.0
na,NA,88889-14-9,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.956,4.73,5.0064,5.2796,0.22599999999999998,-0.2732000000000001,0.22599999999999998,0.2732000000000001,0.4992000000000001,0.4992000000000001,3.0,1.0
na,NA,90274-24-1,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.993,5.29,5.7532,5.2942,0.7030000000000003,0.45899999999999963,0.7030000000000003,0.45899999999999963,0.24400000000000066,0.24400000000000066,1.0,3.0
na,NA,90357-06-5,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.23,5.038,5.7382,4.9248,0.19200000000000017,0.8133999999999997,0.19200000000000017,0.8133999999999997,-0.6213999999999995,0.6213999999999995,2.0,0.0
na,NA,91-33-8,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.493,4.116,4.5718,4.1261,0.37700000000000067,0.44569999999999954,0.37700000000000067,0.44569999999999954,-0.06869999999999887,0.06869999999999887,3.0,4.0
na,NA,93106-60-6,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.389,4.732,3.9163,3.8471,-0.34299999999999997,0.06919999999999993,0.34299999999999997,0.06919999999999993,-0.4121999999999999,0.4121999999999999,2.0,3.0
na,NA,941678-49-5,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.536,4.388,4.3941,4.5451,0.1479999999999997,-0.1509999999999998,0.1479999999999997,0.1509999999999998,0.2989999999999995,0.2989999999999995,1.0,2.0
na,NA,95635-55-5,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.82,3.532,4.0879,3.7738,0.2879999999999998,0.31410000000000027,0.2879999999999998,0.31410000000000027,-0.026100000000000456,0.026100000000000456,3.0,4.0
na,NA,959-24-0,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.798,4.284,4.7075,4.4087,0.5140000000000002,0.29879999999999995,0.5140000000000002,0.29879999999999995,0.21520000000000028,0.21520000000000028,0.0,0.0
na,NA,96-50-4,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.163,3.0,3.5055,3.3412,0.1629999999999998,0.1642999999999999,0.1629999999999998,0.1642999999999999,-0.0013000000000000789,0.0013000000000000789,3.0,2.0
na,NA,96036-03-2,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.153,5.764,5.429,5.6633,-0.6110000000000007,-0.2342999999999993,0.6110000000000007,0.2342999999999993,-0.37670000000000137,0.37670000000000137,2.0,3.0
na,NA,969-33-5,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.892,3.96,3.9235,4.07,-0.06800000000000006,-0.14650000000000007,0.06800000000000006,0.14650000000000007,0.07850000000000001,0.07850000000000001,0.0,0.0
na,NA,98-92-0,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.114,3.24,3.4854,3.3631,-0.12600000000000033,0.12229999999999963,0.12600000000000033,0.12229999999999963,-0.24829999999999997,0.24829999999999997,4.0,4.0
na,NA,987-65-5,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.966,5.423,5.0606,5.1053,-0.45699999999999985,-0.04469999999999974,0.45699999999999985,0.04469999999999974,-0.4123000000000001,0.4123000000000001,2.0,1.0
na,NA,99300-78-4,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.83,4.498,4.1131,4.3159,-0.6680000000000001,-0.20279999999999987,0.6680000000000001,0.20279999999999987,-0.4652000000000003,0.4652000000000003,0.0,0.0
na,NA,99614-01-4,na_ph1n1,na_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.288,4.57,4.558,4.3172,-0.28200000000000003,0.24080000000000013,0.28200000000000003,0.24080000000000013,-0.5228000000000002,0.5228000000000002,2.0,1.0
na,NA,1004316-88-4,na_ph1n1,na_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,5.853,6.953,6.504,6.3545,-1.1000000000000005,0.14949999999999974,1.1000000000000005,0.14949999999999974,-1.2495000000000003,1.2495000000000003,1.0,0.0
na,NA,101-26-8,na_ph1n1,na_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.117,3.213,3.3031,3.3492,-0.09600000000000009,-0.04610000000000003,0.09600000000000009,0.04610000000000003,-0.049900000000000055,0.049900000000000055,4.0,0.0
na,NA,103-16-2,na_ph1n1,na_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.778,4.026,3.93,3.8165,-0.24799999999999978,0.11350000000000016,0.24799999999999978,0.11350000000000016,-0.36149999999999993,0.36149999999999993,0.0,4.0
na,NA,10347-81-6,na_ph1n1,na_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,5.154,4.815,4.5068,4.8819,0.3389999999999995,-0.37509999999999977,0.3389999999999995,0.37509999999999977,0.7140999999999993,0.7140999999999993,0.0,4.0
na,NA,10402-53-6,na_ph1n1,na_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.951,4.18,4.0331,3.8449,-0.22899999999999965,0.18820000000000014,0.22899999999999965,0.18820000000000014,-0.4171999999999998,0.4171999999999998,2.0,4.0
na,NA,105956-97-6,na_ph1n1,na_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,5.075,4.557,4.7857,4.6104,0.5179999999999998,0.1753,0.5179999999999998,0.1753,0.3426999999999998,0.3426999999999998,1.0,2.0
na,NA,107-35-7,na_ph1n1,na_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.786,5.022,4.2109,4.8347,-1.2360000000000002,-0.6238000000000001,1.2360000000000002,0.6238000000000001,-0.6122000000000001,0.6122000000000001,1.0,4.0
na,NA,110078-46-1,na_ph1n1,na_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.584,4.765,5.0903,5.3108,-0.18100000000000005,-0.22050000000000036,0.18100000000000005,0.22050000000000036,0.03950000000000031,0.03950000000000031,0.0,4.0
na,NA,111406-87-2,na_ph1n1,na_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.931,4.726,4.7086,4.9478,0.20500000000000007,-0.2392000000000003,0.20500000000000007,0.2392000000000003,0.4442000000000004,0.4442000000000004,2.0,2.0
na,NA,111470-99-6,na_ph1n1,na_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.943,4.881,5.2035,4.9022,0.06199999999999939,0.30130000000000035,0.06199999999999939,0.30130000000000035,-0.23930000000000096,0.23930000000000096,4.0,1.0
na,NA,1119-34-2,na_ph1n1,na_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,5.993,5.343,5.2222,5.521,0.6500000000000004,-0.29879999999999995,0.6500000000000004,0.29879999999999995,0.9488000000000003,0.9488000000000003,2.0,4.0
na,NA,112885-42-4,na_ph1n1,na_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.519,5.17,4.2881,4.5968,-0.6509999999999998,-0.3087,0.6509999999999998,0.3087,-0.3422999999999998,0.3422999999999998,3.0,4.0
na,NA,114-49-8,na_ph1n1,na_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.374,4.189,4.6142,4.2611,0.1849999999999996,0.3531000000000004,0.1849999999999996,0.3531000000000004,-0.1681000000000008,0.1681000000000008,2.0,0.0
na,NA,116209-55-3,na_ph1n1,na_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.258,4.541,4.6868,4.9366,-0.28300000000000036,-0.24980000000000047,0.28300000000000036,0.24980000000000047,-0.033199999999999896,0.033199999999999896,1.0,3.0
na,NA,117467-28-4,na_ph1n1,na_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,6.304,5.989,5.8057,5.6388,0.3150000000000004,0.16690000000000005,0.3150000000000004,0.16690000000000005,0.14810000000000034,0.14810000000000034,4.0,0.0
na,NA,118288-08-7,na_ph1n1,na_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.846,5.426,5.0056,5.3455,-0.5800000000000001,-0.3399000000000001,0.5800000000000001,0.3399000000000001,-0.24009999999999998,0.24009999999999998,1.0,3.0
na,NA,119413-54-6,na_ph1n1,na_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.937,4.212,4.5879,4.9186,0.7250000000000005,-0.33069999999999933,0.7250000000000005,0.33069999999999933,1.0556999999999999,1.0556999999999999,4.0,3.0
na,NA,120011-70-3,na_ph1n1,na_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.81,4.331,4.8362,4.8151,0.4789999999999992,0.021099999999999675,0.4789999999999992,0.021099999999999675,0.45789999999999953,0.45789999999999953,4.0,3.0
na,NA,120410-24-4,na_ph1n1,na_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,4.196,4.529,4.5249,4.8602,-0.3330000000000002,-0.33530000000000015,0.3330000000000002,0.33530000000000015,0.0022999999999999687,0.0022999999999999687,1.0,3.0
na,NA,1218-35-5,na_ph1n1,na_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,3.849,4.01,4.163,4.4164,-0.1609999999999996,-0.25340000000000007,0.1609999999999996,0.25340000000000007,0.09240000000000048,0.09240000000000048,2.0,0.0
na,NA,122841-12-7,na_ph1n1,na_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,6.385,5.941,5.9696,6.1417,0.44399999999999995,-0.17210000000000036,0.44399999999999995,0.17210000000000036,0.6161000000000003,0.6161000000000003,1.0,3.0
na,NA,123524-52-7,na_ph1n1,na_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,5.783,5.264,5.5624,5.2537,0.5190000000000001,0.3087,0.5190000000000001,0.3087,0.21030000000000015,0.21030000000000015,3.0,2.0
na,NA,1263-89-4,na_ph1n1,na_h5n1,ph1n1,h5n1,pH1N1,H5N1,pH1N1 - H5N1,5.816,5.857,6.4106,6.2402,-0.04100000000000037,0.17039999999999988,0.04100000000000037,0.17039999999999988,-0.21140000000000025,0.21140000000000025,2.0,3.0
