dataset_label,dataset_display,id,predicted_mean_pkd,predicted_middle_pkd,predicted_max_pkd,worst_strain,worst_strain_display,worst_strain_pred_pkd,predicted_strain_range,in_experimental_data_any,pred_mean_ph1n1,pred_mean_h3n2,pred_mean_h5n1
na,NA,95058-81-4,5.160533333333333,5.2226,5.436,ph1n1,pH1N1,4.823,0.6129999999999995,1,4.823,5.2226,5.436
na,NA,364782-34-3,5.0202,4.8954,5.3434,h3n2,H3N2,4.8218,0.5216000000000003,0,5.3434,4.8218,4.8954
na,NA,231277-92-2,4.998600000000001,5.0845,5.0899,h3n2,H3N2,4.8214,0.2685000000000004,1,5.0899,4.8214,5.0845
na,NA,87333-19-5,5.059833333333334,5.1002,5.2621,ph1n1,pH1N1,4.8172,0.4449000000000005,1,4.8172,5.1002,5.2621
na,NA,85721-33-1,4.971633333333334,4.9994,5.107,h3n2,H3N2,4.8085,0.29849999999999977,1,5.107,4.8085,4.9994
na,NA,10592-13-9,4.8534,4.858,4.8941,ph1n1,pH1N1,4.8081,0.0860000000000003,0,4.8081,4.858,4.8941
na,NA,61438-64-0,5.2593000000000005,5.3968,5.5755,h3n2,H3N2,4.8056,0.7698999999999998,1,5.3968,4.8056,5.5755
na,NA,111470-99-6,5.1336,5.1388,5.4576,h5n1,H5N1,4.8044,0.6532,1,5.1388,5.4576,4.8044
na,NA,137862-53-4,4.915866666666667,4.819,5.1243,h3n2,H3N2,4.8043,0.3200000000000003,1,4.819,4.8043,5.1243
na,NA,136434-34-9,4.9985,4.987,5.2078,h5n1,H5N1,4.8007,0.4070999999999998,1,4.987,5.2078,4.8007
na,NA,129101-54-8,4.9548,4.8586,5.2052,ph1n1,pH1N1,4.8006,0.4045999999999994,1,4.8006,5.2052,4.8586
na,NA,21462-39-5,5.1874666666666664,5.1822,5.58,ph1n1,pH1N1,4.8002,0.7797999999999998,0,4.8002,5.58,5.1822
na,NA,211914-51-1,5.078733333333333,5.1218,5.3175,h5n1,H5N1,4.7969,0.5206,1,5.1218,5.3175,4.7969
na,NA,2016-88-8,4.871433333333333,4.8214,4.9965,ph1n1,pH1N1,4.7964,0.20009999999999994,1,4.7964,4.9965,4.8214
na,NA,73816-42-9,5.3304,5.4773,5.7183,h5n1,H5N1,4.7956,0.9226999999999999,1,5.7183,5.4773,4.7956
na,NA,97240-79-4,5.026000000000001,4.9474,5.336,ph1n1,pH1N1,4.7946,0.5414000000000003,0,4.7946,4.9474,5.336
na,NA,147098-20-2,4.9482333333333335,4.918,5.1352,h3n2,H3N2,4.7915,0.3437000000000001,0,5.1352,4.7915,4.918
na,NA,51-24-1,5.032533333333333,4.9237,5.3836,ph1n1,pH1N1,4.7903,0.5933000000000002,1,4.7903,4.9237,5.3836
na,NA,54-31-9,5.299266666666667,5.1531,5.9583,h3n2,H3N2,4.7864,1.1719,1,5.1531,4.7864,5.9583
na,NA,53-03-2,4.8178,4.8086,4.8632,ph1n1,pH1N1,4.7816,0.0815999999999999,1,4.7816,4.8632,4.8086
na,NA,104987-11-3,4.880866666666667,4.8832,4.9787,ph1n1,pH1N1,4.7807,0.1979999999999995,1,4.7807,4.8832,4.9787
na,NA,61718-82-9,4.816633333333333,4.8012,4.8724,h3n2,H3N2,4.7763,0.09609999999999985,1,4.8012,4.7763,4.8724
na,NA,69308-37-8,5.028300000000001,5.1371,5.177,ph1n1,pH1N1,4.7708,0.40619999999999923,1,4.7708,5.177,5.1371
na,NA,41372-20-7,5.2274,5.2904,5.6244,h3n2,H3N2,4.7674,0.8569999999999993,1,5.2904,4.7674,5.6244
na,NA,53-16-7,4.9398333333333335,4.9218,5.1307,h3n2,H3N2,4.767,0.3636999999999997,1,4.9218,4.767,5.1307
na,NA,108050-54-0,5.096433333333334,5.0867,5.44,h5n1,H5N1,4.7626,0.6774000000000004,1,5.0867,5.44,4.7626
na,NA,25507-04-4,5.047566666666667,5.1898,5.1904,h3n2,H3N2,4.7625,0.42790000000000017,1,5.1898,4.7625,5.1904
na,NA,60142-95-2,4.917633333333334,4.908,5.0846,h5n1,H5N1,4.7603,0.32430000000000003,1,4.908,5.0846,4.7603
na,NA,361442-04-8,4.888566666666667,4.8315,5.0809,ph1n1,pH1N1,4.7533,0.32759999999999945,0,4.7533,5.0809,4.8315
na,NA,127294-70-6,4.878699999999999,4.8914,4.9924,h3n2,H3N2,4.7523,0.24009999999999998,1,4.8914,4.7523,4.9924
na,NA,40828-46-4,5.212333333333333,5.281,5.6074,h3n2,H3N2,4.7486,0.8588000000000005,1,5.281,4.7486,5.6074
na,NA,72559-06-9,4.931033333333333,4.9313,5.1143,h5n1,H5N1,4.7475,0.36680000000000046,1,4.9313,5.1143,4.7475
na,NA,65928-58-7,5.088033333333333,5.0847,5.4332,h3n2,H3N2,4.7462,0.6870000000000003,0,5.0847,4.7462,5.4332
na,NA,112809-51-5,5.119033333333333,5.123,5.4885,ph1n1,pH1N1,4.7456,0.7429000000000006,1,4.7456,5.4885,5.123
na,NA,34381-68-5,4.8617333333333335,4.9088,4.9378,h3n2,H3N2,4.7386,0.19920000000000027,1,4.9378,4.7386,4.9088
na,NA,23239-51-2,4.9372333333333325,4.8937,5.1802,h3n2,H3N2,4.7378,0.4424000000000001,0,5.1802,4.7378,4.8937
na,NA,74011-58-8,4.862733333333334,4.8452,5.0063,ph1n1,pH1N1,4.7367,0.2696000000000005,1,4.7367,5.0063,4.8452
na,NA,88150-42-9,5.002299999999999,4.9941,5.281,ph1n1,pH1N1,4.7318,0.5491999999999999,0,4.7318,5.281,4.9941
na,NA,58-96-8,4.8542,4.8246,5.0077,ph1n1,pH1N1,4.7303,0.2774000000000001,1,4.7303,5.0077,4.8246
na,NA,26864-56-2,5.059500000000001,5.0929,5.3573,h3n2,H3N2,4.7283,0.6290000000000004,0,5.0929,4.7283,5.3573
na,NA,24356-60-3,4.906533333333333,4.8714,5.1211,h5n1,H5N1,4.7271,0.39400000000000013,1,4.8714,5.1211,4.7271
na,NA,202138-50-9,4.990966666666666,4.9876,5.2608,ph1n1,pH1N1,4.7245,0.5362999999999998,1,4.7245,5.2608,4.9876
na,NA,635728-49-3,4.8236,4.8424,4.909,h3n2,H3N2,4.7194,0.18959999999999955,1,4.8424,4.7194,4.909
na,NA,145040-37-5,5.017033333333333,4.9225,5.4113,ph1n1,pH1N1,4.7173,0.694,1,4.7173,5.4113,4.9225
na,NA,34183-22-7,4.8161,4.7976,4.9334,ph1n1,pH1N1,4.7173,0.21609999999999996,1,4.7173,4.9334,4.7976
na,NA,133-67-5,4.916733333333333,4.7883,5.246,h3n2,H3N2,4.7159,0.5301,1,5.246,4.7159,4.7883
na,NA,58-93-5,4.754433333333334,4.7176,4.8371,h5n1,H5N1,4.7086,0.12850000000000072,1,4.7176,4.8371,4.7086
na,NA,13647-35-3,5.1551,5.3403,5.4193,ph1n1,pH1N1,4.7057,0.7135999999999996,1,4.7057,5.4193,5.3403
na,NA,57-63-6,5.0964,5.0418,5.5422,h3n2,H3N2,4.7052,0.8370000000000006,0,5.0418,4.7052,5.5422
na,NA,58-32-2,4.908933333333334,4.8779,5.145,h5n1,H5N1,4.7039,0.4410999999999996,1,5.145,4.8779,4.7039
na,NA,61825-94-3,4.7702,4.7815,4.8263,h5n1,H5N1,4.7028,0.12349999999999994,1,4.8263,4.7815,4.7028
na,NA,119413-54-6,4.822833333333333,4.8121,4.9594,ph1n1,pH1N1,4.697,0.2623999999999995,1,4.697,4.9594,4.8121
na,NA,190786-44-8,4.894066666666666,4.8449,5.1542,h5n1,H5N1,4.6831,0.47110000000000074,1,4.8449,5.1542,4.6831
na,NA,92077-78-6,4.7859,4.7242,4.9529,ph1n1,pH1N1,4.6806,0.27229999999999954,0,4.6806,4.7242,4.9529
na,NA,58-14-0,4.7487,4.7282,4.8401,h5n1,H5N1,4.6778,0.16229999999999922,1,4.7282,4.8401,4.6778
na,NA,868540-17-4,5.191133333333334,5.3582,5.5404,h3n2,H3N2,4.6748,0.8655999999999997,0,5.3582,4.6748,5.5404
na,NA,104344-23-2,4.724433333333333,4.6867,4.8162,h3n2,H3N2,4.6704,0.14580000000000037,1,4.6867,4.6704,4.8162
na,NA,540737-29-9,4.8636333333333335,4.9093,5.012,ph1n1,pH1N1,4.6696,0.3423999999999996,1,4.6696,4.9093,5.012
na,NA,64953-12-4,4.911566666666666,4.8187,5.2468,ph1n1,pH1N1,4.6692,0.5776000000000003,0,4.6692,4.8187,5.2468
na,NA,107868-30-4,4.6879,4.6901,4.7055,ph1n1,pH1N1,4.6681,0.03739999999999988,1,4.6681,4.7055,4.6901
na,NA,26807-65-8,4.892499999999999,4.9285,5.0817,h3n2,H3N2,4.6673,0.41439999999999966,1,5.0817,4.6673,4.9285
na,NA,75530-68-6,4.8427,4.7264,5.1407,ph1n1,pH1N1,4.661,0.47970000000000024,1,4.661,4.7264,5.1407
na,NA,486-66-8,4.975466666666667,5.0647,5.2036,h3n2,H3N2,4.6581,0.5454999999999997,1,5.2036,4.6581,5.0647
na,NA,76095-16-4,4.858666666666667,4.8806,5.0378,h3n2,H3N2,4.6576,0.3801999999999994,1,4.8806,4.6576,5.0378
na,NA,38194-50-2,4.949933333333334,4.9842,5.2081,ph1n1,pH1N1,4.6575,0.5506000000000002,1,4.6575,5.2081,4.9842
na,NA,54527-84-3,4.827999999999999,4.6883,5.1397,h5n1,H5N1,4.656,0.4837000000000007,1,4.6883,5.1397,4.656
na,NA,474-25-9,5.1785000000000005,5.1707,5.7096,h3n2,H3N2,4.6552,1.0544000000000002,1,5.1707,4.6552,5.7096
na,NA,13292-46-1,5.123033333333333,4.9099,5.8078,h5n1,H5N1,4.6514,1.1564000000000005,1,4.9099,5.8078,4.6514
na,NA,181695-72-7,4.664333333333333,4.6645,4.6783,h3n2,H3N2,4.6502,0.028100000000000236,1,4.6645,4.6502,4.6783
na,NA,135-07-9,4.728833333333333,4.7069,4.8309,h5n1,H5N1,4.6487,0.18219999999999992,1,4.7069,4.8309,4.6487
na,NA,62-31-7,4.700633333333333,4.725,4.7298,h5n1,H5N1,4.6471,0.0827,1,4.7298,4.725,4.6471
na,NA,151767-02-1,5.2213,5.4577,5.5596,h3n2,H3N2,4.6466,0.9129999999999994,1,5.4577,4.6466,5.5596
na,NA,50-55-5,4.696633333333334,4.7198,4.7241,ph1n1,pH1N1,4.646,0.07810000000000006,1,4.646,4.7198,4.7241
na,NA,224452-66-8,4.773766666666666,4.6793,4.9965,ph1n1,pH1N1,4.6455,0.351,1,4.6455,4.9965,4.6793
na,NA,548-62-9,4.965866666666667,5.1161,5.1372,h3n2,H3N2,4.6443,0.49289999999999967,0,5.1161,4.6443,5.1372
na,NA,357-08-4,4.8065999999999995,4.6758,5.1017,h3n2,H3N2,4.6423,0.4594000000000005,0,4.6758,4.6423,5.1017
na,NA,24729-96-2,4.988933333333333,4.9746,5.3505,h5n1,H5N1,4.6417,0.7088000000000001,1,5.3505,4.9746,4.6417
na,NA,120511-73-1,4.9499,4.7734,5.4367,h3n2,H3N2,4.6396,0.7971000000000004,1,4.7734,4.6396,5.4367
na,NA,156897-06-2,5.005066666666667,5.0899,5.2861,h5n1,H5N1,4.6392,0.6469000000000005,1,5.0899,5.2861,4.6392
na,NA,483-18-1,4.864466666666666,4.9453,5.0109,h3n2,H3N2,4.6372,0.37370000000000037,1,4.9453,4.6372,5.0109
na,NA,22260-51-1,4.888833333333333,4.8207,5.2102,h3n2,H3N2,4.6356,0.5746000000000002,1,4.8207,4.6356,5.2102
na,NA,446-72-0,4.852166666666666,4.7535,5.1715,h3n2,H3N2,4.6315,0.54,0,4.7535,4.6315,5.1715
na,NA,56-85-9,4.8077000000000005,4.7189,5.0789,h3n2,H3N2,4.6253,0.4535999999999998,1,4.7189,4.6253,5.0789
na,NA,124832-27-5,4.9193,5.0453,5.0874,h5n1,H5N1,4.6252,0.4621999999999993,0,5.0874,5.0453,4.6252
na,NA,1684-40-8,4.6433,4.6441,4.6606,h3n2,H3N2,4.6252,0.03539999999999921,1,4.6441,4.6252,4.6606
na,NA,15826-37-6,4.992066666666667,4.8616,5.4932,ph1n1,pH1N1,4.6214,0.8717999999999995,1,4.6214,4.8616,5.4932
na,NA,641571-10-0,4.744533333333334,4.6367,4.9779,h3n2,H3N2,4.619,0.3589000000000002,1,4.6367,4.619,4.9779
na,NA,58895-64-0,4.805233333333333,4.6567,5.1408,ph1n1,pH1N1,4.6182,0.5225999999999997,0,4.6182,4.6567,5.1408
na,NA,128-13-2,4.9912,5.1622,5.194,h3n2,H3N2,4.6174,0.5766,0,5.194,4.6174,5.1622
na,NA,122647-32-9,4.642499999999999,4.6549,4.6587,h5n1,H5N1,4.6139,0.04479999999999951,1,4.6549,4.6587,4.6139
na,NA,17440-83-4,4.769233333333333,4.8328,4.8689,ph1n1,pH1N1,4.606,0.26290000000000013,1,4.606,4.8689,4.8328
na,NA,41340-25-4,4.8665,4.9736,5.0238,ph1n1,pH1N1,4.6021,0.4216999999999995,1,4.6021,4.9736,5.0238
na,NA,908-54-3,4.7805333333333335,4.7752,4.9687,ph1n1,pH1N1,4.5977,0.37100000000000044,1,4.5977,4.7752,4.9687
na,NA,4394-00-7,4.884,4.8864,5.1703,ph1n1,pH1N1,4.5953,0.5750000000000002,1,4.5953,4.8864,5.1703
na,NA,434-07-1,4.869599999999999,4.906,5.1088,ph1n1,pH1N1,4.594,0.5147999999999993,1,4.594,5.1088,4.906
na,NA,13710-19-5,4.834933333333333,4.7771,5.1346,ph1n1,pH1N1,4.5931,0.5415000000000001,0,4.5931,5.1346,4.7771
na,NA,71675-85-9,4.609133333333333,4.6105,4.6255,ph1n1,pH1N1,4.5914,0.034099999999999575,0,4.5914,4.6105,4.6255
na,NA,96036-03-2,5.1847666666666665,5.3713,5.5923,h5n1,H5N1,4.5907,1.0015999999999998,1,5.3713,5.5923,4.5907
na,NA,70374-39-9,5.148333333333333,5.2769,5.5779,h3n2,H3N2,4.5902,0.9876999999999994,1,5.2769,4.5902,5.5779
na,NA,100643-71-8,4.757733333333333,4.6559,5.029,h5n1,H5N1,4.5883,0.44069999999999965,1,4.6559,5.029,4.5883
na,NA,56974-61-9,4.999133333333333,4.8547,5.5554,h3n2,H3N2,4.5873,0.9680999999999997,1,5.5554,4.5873,4.8547
na,NA,6018-19-5,4.727033333333334,4.793,4.8014,ph1n1,pH1N1,4.5867,0.21469999999999967,1,4.5867,4.793,4.8014
na,NA,111406-87-2,4.7062,4.6435,4.8905,h3n2,H3N2,4.5846,0.3059000000000003,1,4.6435,4.5846,4.8905
na,NA,943319-70-8,4.730266666666666,4.6963,4.9113,ph1n1,pH1N1,4.5832,0.32810000000000006,0,4.5832,4.6963,4.9113
na,NA,965-52-6,4.896633333333333,4.9703,5.1366,h3n2,H3N2,4.583,0.5535999999999994,1,5.1366,4.583,4.9703
na,NA,50-63-5,4.868033333333334,4.8026,5.2189,ph1n1,pH1N1,4.5826,0.6362999999999994,1,4.5826,4.8026,5.2189
na,NA,50700-72-6,4.900366666666667,5.0459,5.0757,h3n2,H3N2,4.5795,0.4962,1,5.0459,4.5795,5.0757
na,NA,63675-72-9,4.7138,4.66,4.9037,h5n1,H5N1,4.5777,0.3259999999999996,0,4.9037,4.66,4.5777
na,NA,147127-20-6,4.7607333333333335,4.7238,4.9816,ph1n1,pH1N1,4.5768,0.4047999999999998,1,4.5768,4.9816,4.7238
na,NA,50-81-7,4.878700000000001,4.9359,5.1245,h3n2,H3N2,4.5757,0.5488,0,4.9359,4.5757,5.1245
na,NA,132-17-2,4.683599999999999,4.619,4.8572,h3n2,H3N2,4.5746,0.2825999999999995,1,4.619,4.5746,4.8572
na,NA,434-13-9,4.854266666666667,4.664,5.326,h5n1,H5N1,4.5728,0.7531999999999996,0,4.664,5.326,4.5728
na,NA,105826-92-4,4.689866666666667,4.5979,4.9004,ph1n1,pH1N1,4.5713,0.3291000000000004,1,4.5713,4.9004,4.5979
na,NA,37106-97-1,4.695333333333334,4.7281,4.7953,ph1n1,pH1N1,4.5626,0.23270000000000035,0,4.5626,4.7953,4.7281
na,NA,106685-40-9,4.6535,4.6805,4.7185,ph1n1,pH1N1,4.5615,0.15700000000000003,1,4.5615,4.7185,4.6805
na,NA,15291-75-5,4.6673333333333344,4.621,4.8211,h3n2,H3N2,4.5599,0.26120000000000054,0,4.621,4.5599,4.8211
na,NA,553-08-2,4.777633333333333,4.8865,4.8885,ph1n1,pH1N1,4.5579,0.33059999999999956,0,4.5579,4.8865,4.8885
na,NA,112529-15-4,4.983066666666667,5.0366,5.3571,h3n2,H3N2,4.5555,0.8015999999999996,0,5.0366,4.5555,5.3571
na,NA,101-31-5,4.6766,4.6604,4.8139,h5n1,H5N1,4.5555,0.25839999999999996,1,4.6604,4.8139,4.5555
na,NA,57808-66-9,4.670333333333334,4.6081,4.8483,ph1n1,pH1N1,4.5546,0.2937000000000003,0,4.5546,4.6081,4.8483
na,NA,10347-81-6,4.8084999999999996,4.8657,5.0068,ph1n1,pH1N1,4.553,0.4538000000000002,1,4.553,5.0068,4.8657
na,NA,74711-43-6,4.710166666666667,4.7666,4.8123,h3n2,H3N2,4.5516,0.26069999999999993,1,4.7666,4.5516,4.8123
na,NA,3056-17-5,4.812500000000001,4.8821,5.0067,h3n2,H3N2,4.5487,0.4580000000000002,1,4.8821,4.5487,5.0067
na,NA,129453-61-8,4.702166666666667,4.7053,4.8564,ph1n1,pH1N1,4.5448,0.31159999999999943,1,4.5448,4.7053,4.8564
na,NA,61318-91-0,4.738166666666667,4.7897,4.8803,h3n2,H3N2,4.5445,0.3357999999999999,0,4.8803,4.5445,4.7897
na,NA,98079-52-8,4.729,4.7287,4.9158,ph1n1,pH1N1,4.5425,0.3732999999999995,0,4.5425,4.9158,4.7287
na,NA,879085-55-9,4.942533333333333,4.8446,5.4444,h3n2,H3N2,4.5386,0.9058000000000002,1,4.8446,4.5386,5.4444
na,NA,32795-47-4,4.7824,4.8932,4.9245,ph1n1,pH1N1,4.5295,0.39500000000000046,0,4.5295,4.9245,4.8932
na,NA,105816-04-4,4.645666666666667,4.6715,4.7366,h5n1,H5N1,4.5289,0.2077,0,4.6715,4.7366,4.5289
na,NA,13523-86-9,4.676933333333333,4.6284,4.874,ph1n1,pH1N1,4.5284,0.34559999999999924,1,4.5284,4.874,4.6284
na,NA,59122-46-2,4.7133666666666665,4.7471,4.8669,h5n1,H5N1,4.5261,0.34080000000000066,0,4.8669,4.7471,4.5261
na,NA,144689-63-4,5.207666666666667,5.4478,5.6535,h3n2,H3N2,4.5217,1.1318000000000001,1,5.6535,4.5217,5.4478
na,NA,274693-27-5,4.7663,4.8761,4.9017,h3n2,H3N2,4.5211,0.38060000000000027,0,4.9017,4.5211,4.8761
na,NA,50-65-7,4.706600000000001,4.7789,4.8201,h3n2,H3N2,4.5208,0.2992999999999997,1,4.8201,4.5208,4.7789
na,NA,79902-63-9,4.6824666666666666,4.7259,4.8029,ph1n1,pH1N1,4.5186,0.2843,1,4.5186,4.7259,4.8029
na,NA,32672-69-8,4.5614,4.5627,4.6072,ph1n1,pH1N1,4.5143,0.09289999999999932,1,4.5143,4.5627,4.6072
na,NA,1247-42-3,4.684166666666666,4.669,4.8748,ph1n1,pH1N1,4.5087,0.3660999999999994,1,4.5087,4.669,4.8748
na,NA,82410-32-0,4.602033333333334,4.6254,4.6735,h3n2,H3N2,4.5072,0.16629999999999967,1,4.6254,4.5072,4.6735
na,NA,107753-78-6,4.686733333333334,4.5517,5.0018,ph1n1,pH1N1,4.5067,0.4950999999999999,0,4.5067,5.0018,4.5517
na,NA,67-97-0,4.7094,4.5311,5.091,ph1n1,pH1N1,4.5061,0.5849000000000002,0,4.5061,4.5311,5.091
na,NA,59263-76-2,4.665833333333333,4.7275,4.7642,h5n1,H5N1,4.5058,0.25839999999999996,1,4.7642,4.7275,4.5058
na,NA,959-24-0,4.647200000000001,4.7171,4.7201,h3n2,H3N2,4.5044,0.2157,1,4.7201,4.5044,4.7171
na,NA,378-44-9,4.7687333333333335,4.5393,5.2653,ph1n1,pH1N1,4.5016,0.7637,0,4.5016,5.2653,4.5393
na,NA,26159-34-2,4.550599999999999,4.5201,4.6319,h3n2,H3N2,4.4998,0.13210000000000033,0,4.6319,4.4998,4.5201
na,NA,8025-81-8,4.685066666666667,4.7031,4.8561,h3n2,H3N2,4.496,0.3600999999999992,1,4.8561,4.496,4.7031
na,NA,2066-89-9,4.691833333333334,4.719,4.8608,ph1n1,pH1N1,4.4957,0.3651,1,4.4957,4.719,4.8608
na,NA,6902-77-8,4.752466666666667,4.5496,5.2123,ph1n1,pH1N1,4.4955,0.7168000000000001,1,4.4955,4.5496,5.2123
na,NA,107724-20-9,4.817366666666667,4.9294,5.0275,ph1n1,pH1N1,4.4952,0.5323000000000002,0,4.4952,4.9294,5.0275
na,NA,659-18-7,4.6404,4.5392,4.8891,ph1n1,pH1N1,4.4929,0.39620000000000033,1,4.4929,4.5392,4.8891
na,NA,56296-78-7,4.6589,4.5438,4.9407,ph1n1,pH1N1,4.4922,0.44849999999999923,1,4.4922,4.9407,4.5438
na,NA,198480-56-7,4.620666666666668,4.6097,4.7604,ph1n1,pH1N1,4.4919,0.2684999999999995,0,4.4919,4.6097,4.7604
na,NA,17560-51-9,4.618033333333334,4.5643,4.7991,h5n1,H5N1,4.4907,0.3083999999999998,1,4.7991,4.5643,4.4907
na,NA,850-52-2,4.608766666666667,4.5546,4.7822,ph1n1,pH1N1,4.4895,0.29269999999999996,1,4.4895,4.5546,4.7822
na,NA,51-05-8,4.585066666666667,4.5438,4.7247,h3n2,H3N2,4.4867,0.23800000000000043,0,4.5438,4.4867,4.7247
na,NA,211915-06-9,4.614233333333334,4.6044,4.7533,ph1n1,pH1N1,4.485,0.2683,1,4.485,4.6044,4.7533
na,NA,481-49-2,4.583533333333333,4.5222,4.7436,ph1n1,pH1N1,4.4848,0.2587999999999999,1,4.4848,4.5222,4.7436
na,NA,65-29-2,4.8217,4.8988,5.0884,h5n1,H5N1,4.4779,0.6105,0,4.8988,5.0884,4.4779
na,NA,61-68-7,4.6872333333333325,4.5935,4.9916,ph1n1,pH1N1,4.4766,0.5149999999999997,1,4.4766,4.9916,4.5935
na,NA,362-07-2,4.6744666666666665,4.5015,5.0461,h3n2,H3N2,4.4758,0.5703000000000005,1,4.5015,4.4758,5.0461
na,NA,3562-84-3,4.683966666666667,4.5289,5.0498,h3n2,H3N2,4.4732,0.5766,1,4.5289,4.4732,5.0498
na,NA,76-90-4,4.522266666666667,4.4795,4.6168,h5n1,H5N1,4.4705,0.1462999999999992,1,4.6168,4.4795,4.4705
na,NA,60-32-2,4.5380666666666665,4.533,4.6114,h3n2,H3N2,4.4698,0.1415999999999995,0,4.6114,4.4698,4.533
na,NA,155206-00-1,4.754233333333333,4.6914,5.1021,h3n2,H3N2,4.4692,0.6329000000000002,0,4.6914,4.4692,5.1021
na,NA,105956-99-8,4.667133333333333,4.7106,4.8274,h5n1,H5N1,4.4634,0.3639999999999999,1,4.8274,4.7106,4.4634
na,NA,111025-46-8,5.038133333333334,5.1093,5.5424,h3n2,H3N2,4.4627,1.0796999999999999,1,5.1093,4.4627,5.5424
na,NA,122320-73-4,4.755466666666667,4.6077,5.1972,ph1n1,pH1N1,4.4615,0.7356999999999996,1,4.4615,4.6077,5.1972
na,NA,209216-23-9,4.6569,4.5056,5.0077,h5n1,H5N1,4.4574,0.5503,1,4.5056,5.0077,4.4574
na,NA,67392-87-4,4.605066666666667,4.6035,4.7571,ph1n1,pH1N1,4.4546,0.3025000000000002,1,4.4546,4.7571,4.6035
na,NA,69004-03-1,4.7768,4.6395,5.2365,h3n2,H3N2,4.4544,0.7821000000000007,1,5.2365,4.4544,4.6395
na,NA,548-73-2,4.607733333333333,4.5429,4.8264,h3n2,H3N2,4.4539,0.3724999999999996,0,4.5429,4.4539,4.8264
na,NA,116209-55-3,4.623466666666666,4.5264,4.8903,h3n2,H3N2,4.4537,0.43659999999999943,1,4.5264,4.4537,4.8903
na,NA,63659-19-8,4.6209,4.5337,4.8753,h3n2,H3N2,4.4537,0.42159999999999975,1,4.5337,4.4537,4.8753
na,NA,120410-24-4,4.5672,4.5623,4.6871,ph1n1,pH1N1,4.4522,0.23489999999999966,1,4.4522,4.5623,4.6871
na,NA,108341-18-0,4.643133333333334,4.7134,4.7671,ph1n1,pH1N1,4.4489,0.31820000000000004,0,4.4489,4.7134,4.7671
na,NA,388082-77-7,4.764866666666666,4.8486,4.9972,h3n2,H3N2,4.4488,0.5484,0,4.8486,4.4488,4.9972
na,NA,50264-69-2,4.635133333333333,4.7213,4.7371,ph1n1,pH1N1,4.447,0.2900999999999998,1,4.447,4.7213,4.7371
na,NA,456-59-7,4.648666666666667,4.6675,4.8322,ph1n1,pH1N1,4.4463,0.38590000000000035,1,4.4463,4.8322,4.6675
na,NA,53716-49-7,4.817966666666667,4.8305,5.1772,h3n2,H3N2,4.4462,0.7309999999999999,1,4.8305,4.4462,5.1772
na,NA,82248-59-7,4.850066666666667,5.0219,5.0823,ph1n1,pH1N1,4.446,0.6363000000000003,1,4.446,5.0823,5.0219
na,NA,318-98-9,4.749066666666667,4.7597,5.0415,ph1n1,pH1N1,4.446,0.5955000000000004,1,4.446,5.0415,4.7597
na,NA,54-42-2,4.4920333333333335,4.4765,4.5541,h3n2,H3N2,4.4455,0.10860000000000003,1,4.5541,4.4455,4.4765
na,NA,1508-65-2,4.6206,4.6261,4.7908,h5n1,H5N1,4.4449,0.3459000000000003,0,4.6261,4.7908,4.4449
na,NA,554-57-4,4.485033333333333,4.5057,4.5057,h5n1,H5N1,4.4437,0.06200000000000028,1,4.5057,4.5057,4.4437
na,NA,315-30-0,4.575166666666666,4.5817,4.7006,ph1n1,pH1N1,4.4432,0.25739999999999963,0,4.4432,4.5817,4.7006
na,NA,537-12-2,4.508299999999999,4.5119,4.5729,h3n2,H3N2,4.4401,0.13279999999999959,0,4.5119,4.4401,4.5729
na,NA,23651-95-8,4.795133333333333,4.6846,5.2622,h5n1,H5N1,4.4386,0.8235999999999999,1,4.6846,5.2622,4.4386
na,NA,23593-75-1,4.530333333333334,4.5457,4.6072,ph1n1,pH1N1,4.4381,0.16909999999999936,1,4.4381,4.5457,4.6072
na,NA,56-53-1,4.679133333333334,4.6486,4.9561,h3n2,H3N2,4.4327,0.5234000000000005,1,4.9561,4.4327,4.6486
na,NA,7177-48-2,4.741700000000001,4.8917,4.9027,ph1n1,pH1N1,4.4307,0.4720000000000004,1,4.4307,4.9027,4.8917
na,NA,23672-07-3,4.539366666666667,4.5585,4.6297,h3n2,H3N2,4.4299,0.19979999999999976,1,4.5585,4.4299,4.6297
na,NA,56211-40-6,4.831733333333333,4.7491,5.319,h3n2,H3N2,4.4271,0.8918999999999997,1,4.7491,4.4271,5.319
na,NA,83-43-2,4.5956,4.6552,4.7058,h5n1,H5N1,4.4258,0.28000000000000025,1,4.6552,4.7058,4.4258
na,NA,6804-07-5,4.4893,4.4633,4.5794,h3n2,H3N2,4.4252,0.15419999999999945,0,4.4633,4.4252,4.5794
na,NA,21829-25-4,4.548333333333333,4.5306,4.6895,ph1n1,pH1N1,4.4249,0.2645999999999997,1,4.4249,4.6895,4.5306
na,NA,53-86-1,4.7287333333333335,4.681,5.0804,h3n2,H3N2,4.4248,0.6555999999999997,1,4.681,4.4248,5.0804
na,NA,89778-27-8,4.8066666666666675,4.8579,5.1378,h3n2,H3N2,4.4243,0.7135000000000007,1,5.1378,4.4243,4.8579
na,NA,42835-25-6,4.644033333333333,4.6978,4.8104,h3n2,H3N2,4.4239,0.38649999999999984,0,4.8104,4.4239,4.6978
na,NA,84371-65-3,4.557266666666666,4.4376,4.8119,h3n2,H3N2,4.4223,0.3895999999999997,1,4.4376,4.4223,4.8119
