compound_id,target_id,isomeric_smiles,label_pkd,glidesp_pr,pignet2_pr,ligunity_pr,boltz2_pr,balm_pr,mammal_pr,branch_sequence_pr,branch_pose_pr,branch_structure_pr,consensus_123_pr,disagreement_sd_pr,disagreement_range_pr,disagreement_branch_sd_pr,structure_minus_pose_pr,sequence_minus_structure_pr,exact_mol_wt,logp,tpsa,hbd,hba,formal_charge,rotatable_bonds,ring_count,aromatic_ring_count,heavy_atom_count,fraction_csp3,structural_alert_count,qed
68-35-9,furin,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1,3.939,0.3317,0.1163,0.9395,0.5399,0.0315,0.3063,0.1689,0.224,0.7397,0.4726666666666667,0.3278189357963733,0.908,0.314853177422959,0.5157,-0.5708,249.04517010791,1.4529,100.04,1,5,-1,3,2,2,17,0.0,1,0.8296184522843686
23674-86-4,furin,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,3.574,0.7867,0.7379,0.3165,0.4387,0.0176,0.066,0.0418,0.7623,0.3776,0.4498666666666666,0.3254983072152603,0.7691,0.3605264622742691,-0.3847,-0.3358,508.227259868,3.5195000000000025,106.97,1,7,0,6,4,0,36,0.7037037037037037,1,0.5473104243510836
1953-02-2,furin,C[C@@H](S)C(=O)NCC(=O)[O-],3.509,0.0751,0.0172,0.1016,0.0243,0.3325,0.7808,0.5566500000000001,0.04615,0.0629499999999999,0.1396333333333333,0.2971773034177857,0.7636000000000001,0.2900092469790116,0.0167999999999999,0.4937000000000001,162.02303769591,-1.8291999999999993,69.23,2,4,-1,3,0,0,10,0.6,1,0.4795672584018238
356-12-7,furin,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,4.07,0.3606,0.3936,0.319,0.5636,0.8307,0.3511,0.5909,0.3771,0.4413,0.4448333333333333,0.1967783795711984,0.5117,0.1097058491299954,0.0642,0.1495999999999999,494.211609804,2.9376000000000015,99.13,1,7,0,3,5,0,35,0.7307692307692307,1,0.6025729235661365
624-49-7,furin,COC(=O)/C=C/C(=O)OC,3.637,0.9748,0.7155,0.3106,0.5435,0.784,0.4439,0.61395,0.8451500000000001,0.42705,0.5975666666666667,0.2425016405442789,0.6642,0.2094407871770285,-0.4181000000000001,0.1869,144.042258736,-0.1114000000000001,52.60000000000001,0,4,0,2,0,0,10,0.3333333333333333,2,0.4004770226950069
651-06-9,furin,COc1cnc([N-]S(=O)(=O)c2ccc(N)cc2)nc1,3.683,0.076,0.1992,0.6073,0.3486,0.0796,0.2961,0.18785,0.1376,0.47795,0.31615,0.1997509549413969,0.5313,0.1837213447044191,0.34035,-0.2901,279.05573479191,1.4615,109.27,1,6,-1,4,2,2,19,0.0909090909090909,1,0.8483602789887748
127-56-0,furin,CC(=O)[N-]S(=O)(=O)c1ccc(N)cc1,4.19,0.6323,0.4343,0.817,0.8257,0.9812,0.9407,0.96095,0.5333,0.82135,0.7485999999999998,0.2052755676320654,0.5468999999999999,0.2180770066589628,0.28805,0.1395999999999999,213.03393672791,0.8777000000000003,91.33,1,4,-1,2,1,1,14,0.125,1,0.7378797374208954
144-83-2,furin,Nc1ccc(S(=O)(=O)/N=c2/cccc[nH]2)cc1,3.976,0.7036,0.5227,0.6404,0.3786,0.2094,0.2562,0.2328,0.6131500000000001,0.5095,0.4979333333333333,0.2031626778388852,0.4942,0.1966266915587335,-0.1036500000000001,-0.2766999999999999,249.057197592,0.8865,88.31,2,3,0,2,2,2,17,0.0,1,0.7744571978975259
127-79-7,furin,Cc1ccnc([N-]S(=O)(=O)c2ccc(N)cc2)n1,3.966,0.3406,0.7071,0.4453,0.3721,0.2188,0.0978,0.1583,0.5238499999999999,0.4086999999999999,0.4053499999999999,0.2082714902877171,0.6093,0.1868985843534758,-0.1151499999999999,-0.2503999999999999,263.06082017191,1.76132,100.04,1,5,-1,3,2,2,18,0.0909090909090909,1,0.8502572532153353
149647-78-9,furin,O=C(CCCCCCC(=O)Nc1ccccc1)NO,4.114,0.3374,0.7826,0.0872,0.4374,0.4743,0.2422,0.35825,0.5599999999999999,0.2623,0.377525,0.2365219855883732,0.6954,0.1519510639427487,-0.2976999999999999,0.09595,264.1473925,2.4711,78.43,3,3,0,8,1,1,19,0.4285714285714285,3,0.3832200999836573
144-82-1,furin,Cc1nnc([N-]S(=O)(=O)c2ccc(N)cc2)s1,3.861,0.9783,0.7853,0.9711,0.4969,0.0456,0.146,0.0958,0.8817999999999999,0.734,0.6769000000000002,0.4084256244001674,0.9327,0.417720017874812,-0.1477999999999999,-0.6382,269.01724110791,1.82282,100.04,1,6,-1,3,2,2,17,0.1111111111111111,1,0.8564948085701725
595-33-5,furin,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,4.02,0.2015,0.3423,0.629,0.9819,0.634,0.7169,0.67545,0.2719,0.80545,0.6059333333333333,0.2775739661183423,0.7804,0.2782170031348431,0.53355,-0.13,384.230059504,4.575300000000005,60.440000000000005,0,4,0,2,4,0,28,0.7083333333333334,1,0.6541950145872741
19356-17-3,furin,C=C1CC[C@@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,4.304,0.4447,0.4907,0.4764,0.5578,0.0087,0.1588,0.0837499999999999,0.4677,0.5171,0.4284083333333333,0.2194247517183662,0.5490999999999999,0.2372235882734542,0.0494,-0.43335,400.334130648,6.733900000000008,40.46,2,2,0,6,3,0,29,0.7777777777777778,0,0.5184686039927527
67392-87-4,furin,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,7.063,0.931,0.9392,0.753,0.603,0.7816,0.8493,0.81545,0.9351,0.6779999999999999,0.7866083333333332,0.1263180813132731,0.3362,0.1286526557570163,-0.2571000000000001,0.13745,366.21949482,4.305900000000004,43.370000000000005,0,3,0,0,7,0,27,0.8333333333333334,1,0.6002668837960434
80474-14-2,furin,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,4.434,0.967,0.4528,0.448,0.3533,0.6846,0.927,0.8058000000000001,0.7099,0.40065,0.5712583333333333,0.2628242790661979,0.6136999999999999,0.2117305264559962,-0.3092499999999999,0.40515,500.184429752,4.430000000000004,80.67,1,6,0,4,4,0,34,0.72,1,0.5755860893833779
71-58-9,furin,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,3.722,0.1048,0.3794,0.0083,0.1015,0.839,0.2959,0.56745,0.2421,0.0549,0.202725,0.3028510574523391,0.8307,0.25935945616075,-0.1872,0.5125500000000001,386.245709568,4.655200000000004,60.440000000000005,0,4,0,2,4,0,28,0.7916666666666666,1,0.6479725905950843
2447-57-6,furin,COc1nc[nH]/c(=N\S(=O)(=O)c2ccc(N)cc2)c1OC,4.584,0.1772,0.3437,0.2611,0.3223,0.3527,0.0629,0.2078,0.26045,0.2916999999999999,0.2673,0.1139453626378303,0.2898,0.0424024272104007,0.0312499999999999,-0.0838999999999999,310.07357592799997,0.2986999999999998,119.66,2,6,0,4,2,2,21,0.1666666666666666,1,0.7836543381773021
635728-49-3,furin,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,4.817,0.9832,0.8517,0.9696,0.958,0.1523,0.1861,0.1692,0.91745,0.9638,0.8159166666666667,0.4012218808423422,0.8309,0.4459849670485916,0.04635,-0.7946,547.2352215239999,2.3753,140.42000000000002,3,8,0,11,4,2,38,0.5185185185185185,1,0.3644231166724813
101152-94-7,furin,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1C[NH3+],4.736,0.478,0.4622,0.7046,0.7102,0.9728,0.8065,0.88965,0.4700999999999999,0.7074,0.658675,0.195448568682403,0.5105999999999999,0.2103760739723032,0.2373,0.18225,247.18048977609,1.0545999999999998,47.95,1,1,1,5,2,1,18,0.5333333333333333,0,0.8305689644138936
124937-52-6,furin,Cc1ccc(O)c([C@H](CC[NH+](C(C)C)C(C)C)c2ccccc2)c1,5.06,0.7139,0.8448,0.8015,0.9587,0.265,0.0083,0.13665,0.77935,0.8801,0.7226083333333334,0.3753643403414874,0.9504,0.4033054580587771,0.10075,-0.7434499999999999,326.24784106409,3.9243200000000025,24.67,2,1,1,7,2,2,24,0.4545454545454545,0,0.7917008728090155
113852-37-2,furin,Nc1ccn(C[C@@H](CO)OCP(=O)([O-])[O-])c(=O)n1,4.799,0.1655,0.1465,0.3825,0.3344,0.6958,0.0902,0.393,0.156,0.35845,0.296725,0.2237314409435264,0.6055999999999999,0.1280291015095135,0.20245,0.03455,277.04746889382005,-2.925799999999999,153.56,2,8,-2,6,1,1,18,0.5,1,0.5237483929827751
51481-61-9,furin,CN/C(=N\C#N)NCCSCc1nc[nH]c1C,3.141,0.7854,0.759,0.8795,0.8399,0.3487,0.0321,0.1904,0.7722,0.8596999999999999,0.7189833333333334,0.3407805726074575,0.8473999999999999,0.3638016813228511,0.0874999999999999,-0.6692999999999999,252.115715512,0.5973999999999997,88.88999999999999,3,4,0,5,1,1,17,0.5,4,0.3089087233413526
177036-94-1,furin,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)[O-],5.501,0.327,0.7562,0.5253,0.5628,0.6697,0.8308,0.75025,0.5416,0.5440499999999999,0.5776,0.1806426822948183,0.5038,0.1197631447204578,0.0024499999999999,0.2062,377.15068073191,2.1809399999999997,84.37,0,6,-1,7,3,3,28,0.2272727272727272,0,0.6274711222776642
80-50-2,furin,CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C,4.005,0.4155,0.0461,0.0548,0.0558,0.0396,0.766,0.4028,0.2308,0.0553,0.1717166666666666,0.3009376989788196,0.7264,0.1737529376250466,-0.1755,0.3475,282.24275568409,3.5158000000000023,26.3,0,2,1,6,2,0,20,0.9411764705882352,2,0.5502340470711022
434-13-9,furin,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,5.351,0.2642,0.1648,0.9882,0.9981,0.6408,0.9693,0.80505,0.2145,0.99315,0.7022500000000002,0.379270299390817,0.8332999999999999,0.4062894565454535,0.77865,-0.1880999999999999,375.2904686879101,4.172400000000003,60.36,1,3,-1,4,4,0,27,0.9583333333333334,0,0.801973405237115
637-58-1,furin,CCCCOc1ccc(OCCCN2CCOCC2)cc1,6.228,0.7054,0.8179,0.9865,0.9978,0.9946,0.9287,0.96165,0.7616499999999999,0.99215,0.9102333333333332,0.119390430939837,0.2924,0.1252068288872456,0.2305000000000001,-0.0305,293.199093724,2.9666000000000015,30.930000000000003,0,4,0,9,2,1,21,0.6470588235294118,1,0.6550248398751946
107724-20-9,furin,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,5.699,0.0863,0.4563,0.8174,0.9647,0.6063,0.3724,0.4893499999999999,0.2713,0.89105,0.6175166666666666,0.3168550941150649,0.8784,0.3143773621514967,0.61975,-0.4017,414.20423867999995,3.124500000000002,82.2,0,6,0,1,6,0,30,0.7916666666666666,2,0.4843337144772066
137862-53-4,furin,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1)[C@H](C(=O)[O-])C(C)C,4.773,0.9844,0.4011,0.8865,0.7892,0.2175,0.2543,0.2359,0.69275,0.83785,0.6891583333333333,0.337718827823778,0.7669,0.3141416174806091,0.1451,-0.60195,433.21248688382,2.4561,113.21,0,6,-2,10,3,3,32,0.375,0,0.4824346806313306
302-79-4,furin,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)[O-])C(C)(C)CCC1,5.574,0.735,0.9909,0.337,0.7233,0.0774,0.3106,0.194,0.86295,0.53015,0.5850583333333333,0.3411876941899673,0.9135,0.3344763980213452,-0.3328,-0.33615,299.20165368391,4.267900000000004,40.129999999999995,0,2,-1,5,1,0,22,0.45,2,0.5616544918724433
71963-77-4,furin,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,7.203,0.999,0.9851,0.9986,0.999,0.7102,0.8353,0.77275,0.99205,0.9988,0.958875,0.1217205487992885,0.2887999999999999,0.1286057638677209,0.00675,-0.2260499999999999,298.178023932,2.8408000000000015,46.150000000000006,0,5,0,1,5,0,21,1.0,1,0.6966147525766675
19774-82-4,furin,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,4.723,0.7299,0.7157,0.4946,0.6896,0.0667,0.2007,0.1336999999999999,0.7228,0.5921,0.5592666666666667,0.2866795749031777,0.6632,0.3093681356140825,-0.1307,-0.4584,645.0236897880001,6.936200000000007,42.68,0,4,0,11,3,3,31,0.4,2,0.1676472462674973
145040-37-5,furin,CCOc1nc2cccc(C(=O)O[C@@H](C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,5.419,0.7494,0.8276,0.9964,0.998,0.7706,0.4167,0.59365,0.7885,0.9972,0.860375,0.2138214434210625,0.5812999999999999,0.2018146075816448,0.2087,-0.4035499999999999,609.24670635591,5.948200000000007,141.65,0,10,-1,10,6,5,45,0.3333333333333333,2,0.1369498953302411
173334-58-2,furin,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,3.846,0.9608,0.999,0.7799,0.9508,0.1267,0.2306,0.17865,0.9799,0.8653500000000001,0.7890833333333332,0.3928996648848999,0.8723,0.4333359272358263,-0.1145499999999999,-0.6867000000000001,551.393436416,3.2935000000000043,146.13,4,7,0,19,1,1,39,0.7333333333333333,1,0.1929941025707706
80621-81-4,furin,CO[C@@H]1/C=C\O[C@]2(C)Oc3c(C)c([O-])c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C/[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](OC(C)=O)[C@@H]1C,4.275,0.9062,0.7285,0.8494,0.7792,0.6481,0.2143,0.4312,0.81735,0.8143,0.7514666666666666,0.2488379827652255,0.6919,0.2220685836252695,-0.0030499999999999,-0.3831,784.3450829999101,5.525840000000006,201.20999999999995,4,12,-1,2,6,4,57,0.4418604651162791,2,0.146665127943793
119302-91-9,furin,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,4.087,0.9577,0.7317,0.953,0.9972,0.1502,0.0751,0.11265,0.8447,0.9751,0.7878916666666668,0.4228039108144578,0.9221,0.4648873277472725,0.1303999999999999,-0.8624499999999999,529.3999845960899,4.407500000000003,59.00000000000001,1,5,1,5,6,0,38,0.90625,3,0.3249028216616177
1070-11-7,furin,CC[C@H](CO)[NH2+]CC[NH2+][C@H](CC)CO,4.667,0.3169,0.4002,0.1628,0.2295,0.0411,0.0717,0.0564,0.35855,0.19615,0.2269916666666666,0.139733818383382,0.3591,0.1512164260257463,-0.1624,-0.1397499999999999,206.19833091218,-2.344999999999996,73.68,4,2,2,9,0,0,14,1.0,1,0.3191108215768834
50-55-5,furin,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,3.545,0.9659,0.8532,0.5053,0.2124,0.0093,0.5004,0.2548499999999999,0.90955,0.35885,0.5250833333333332,0.3646864886446987,0.9566,0.3518329575238795,-0.5507,-0.104,608.27338086,4.171100000000004,117.78000000000004,1,10,0,8,6,3,44,0.5151515151515151,1,0.3735666920618681
22260-51-1,furin,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2([O-])O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,4.624,0.6367,0.6085,0.1696,0.1113,0.3163,0.2341,0.2752,0.6226,0.14045,0.323625,0.2249521941806007,0.5254000000000001,0.2487679457513233,-0.4821500000000001,0.13475,652.21400502791,2.5608000000000013,121.04,2,6,-1,5,7,2,43,0.59375,0,0.5122926451509549
541-22-0,furin,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,3.426,0.1123,0.0407,0.5818,0.7867,0.5765,0.0962,0.33635,0.0765,0.68425,0.4236833333333333,0.3196384394906219,0.746,0.304936194145595,0.60775,-0.3479,258.30240205618,3.5196000000000023,0.0,0,0,2,11,0,0,18,1.0,2,0.3928381196087114
865-21-4,furin,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,4.191,0.9501,0.9674,0.7378,0.9805,0.7778,0.3665,0.57215,0.95875,0.8591500000000001,0.8445166666666668,0.234670385150463,0.6140000000000001,0.2007273108805409,-0.0995999999999999,-0.287,810.420379436,3.990900000000003,154.10000000000002,3,12,0,7,9,3,59,0.5869565217391305,3,0.179801053533736
52-21-1,furin,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,6.654,0.9905,0.999,0.7467,0.7559,0.7625,0.7957,0.7790999999999999,0.99475,0.7513000000000001,0.8370833333333333,0.1197163383447166,0.2522999999999999,0.133257685832125,-0.2434499999999999,0.0277999999999998,402.20423868,2.1284,100.90000000000002,2,6,0,3,4,0,29,0.6956521739130435,1,0.7016123362777874
83905-01-5,furin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C[N@@H+](C)[C@H](C)[C@@H](O)[C@]1(C)O,7.152,0.9741,0.9754,0.9111,0.9365,0.8013,0.7236,0.7624500000000001,0.97475,0.9238,0.9138916666666668,0.1024461614703059,0.2518,0.1108309636338148,-0.05095,-0.1613499999999998,749.51580219609,0.4836000000000089,181.28,6,13,1,7,3,0,52,0.9736842105263158,1,0.1982809197223551
72559-06-9,furin,CO[C@H]1/C=C\O[C@@]2(C)Oc3c(C)c([O-])c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,3.845,0.9961,0.9927,0.6308,0.151,0.9014,0.1361,0.51875,0.9944,0.3909,0.613375,0.4031093420731733,0.86,0.3180148830374662,-0.6034999999999999,0.12785,845.4342323519102,3.983720000000003,208.3799999999999,4,14,-1,4,6,1,61,0.5869565217391305,1,0.3169310497615251
1476-53-5,furin,CO[C@@H]1[C@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c([O-])c(NC(=O)c4ccc([O-])c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,4.444,0.3672,0.8947,0.0708,0.2585,0.5356,0.733,0.6343,0.63095,0.16465,0.3983583333333333,0.306019337079647,0.8239000000000001,0.2701906842090106,-0.4663,0.4696499999999999,610.21735706782,2.363119999999999,205.67,3,11,-2,8,4,3,44,0.3870967741935484,2,0.2492352555368436
297-76-7,furin,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,6.628,0.9669,0.7815,0.9079,0.9977,0.4074,0.6269,0.51715,0.8742,0.9528,0.8539916666666665,0.2284488775780408,0.5903,0.2321829684394041,0.0786000000000001,-0.4356500000000001,384.230059504,4.425900000000004,52.6,0,4,0,2,4,0,28,0.75,3,0.4015627733780324
5593-20-4,furin,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,4.787,0.9934,0.999,0.9462,0.983,0.6547,0.8516,0.75315,0.9962,0.9646,0.9398916666666666,0.1341140671219839,0.3443,0.1321507756314733,-0.0315999999999999,-0.21145,504.252331744,3.8175000000000026,106.97,1,7,0,6,4,0,36,0.7142857142857143,1,0.5482119854331166
64-77-7,furin,CCCCNC(=O)[N-]S(=O)(=O)c1ccc(C)cc1,4.86,0.1193,0.3445,0.5499,0.5013,0.5728,0.826,0.6994,0.2319,0.5256000000000001,0.4566666666666666,0.2374623647373761,0.7067,0.2362986739982544,0.2937,0.1737999999999999,269.09653698391,2.567120000000001,77.34,1,3,-1,5,1,1,18,0.4166666666666667,1,0.8343820026665795
